"ID";"word";"word_url";"Translation";"POS";"Phonetic_Transcription";"Meaning";"Phrase";"Translation_Phrase";"Example";"Example_Phrase";"sPhrase";"sExample";"Image";"Credits";"Tags"
"keep_a_watch_out_for_somebodysomething__01__expression";"keep a watch out for somebody/something";"keep-a-watch-out-for-somebody-something";"ficar de olho em alguém/algo";"expression";"/kip ə wɔʧ aʊt fər somebody/something*/";"expression
To be looking and waiting for something that might happen or someone you might see, especially so that you can avoid danger, trouble etc.";"Be on the watch for anything suspicious.";"Esteja atento a qualquer coisa suspeita.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"neighbourhood_watch__01__noun";"neighbourhood watch";"neighbourhood-watch";"vigilância de bairro";"noun";"/ˈneɪbərˌhʊd wɔʧ/";"noun  [uncountable]
A system, organized by a group of neighbours, in which members of the group regularly watch each other’s houses in order to prevent crime.";"The exhibition included various crime prevention systems both for the home and the car and details of neighbourhood watch.";"A exposição incluiu vários sistemas de prevenção do crime tanto para casa como para o carro e detalhes de vigilância de bairro.";"Where there is sustained development of neighbourhood watch schemes, there is a sustained decrease in the number of burglaries.";"Onde há um desenvolvimento sustentado de esquemas de vigilância de bairro, há uma diminuição sustentada no número de roubos.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun uncountable"
"nail_in_somebodyssomethings_coffin__01__expression";"nail in somebody’s/something’s coffin";"nail-in-somebody-s-something-s-coffin";"prego no caixão";"expression";"/neɪl ɪn somebody’s/something’s* ˈkɔfɪn/";"expression
One of several bad things which help to destroy someone’s success or hopes.";"The final nail in his coffin";"O prego final em seu caixão";"The final nail in his coffin";"O prego final em seu caixão";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"make_somebodys_toes_curl__01__expression";"make somebody’s toes curl";"make-somebody-s-toes-curl";"fazer alguém se sentir muito envergonhado ou desconfortável";"expression";"/meɪk somebody’s* toʊz kərl/";"expression
To make someone feel very embarrassed or uncomfortable.";"The mere sight of him was enough to make McAllister's toes curl.";"A simples visão dele foi o suficiente para fazer os dedos dos pés de McAllister se curvarem.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"curl_of_somebodys_lipmouth__01__expression";"curl of somebody’s lip/mouth";"curl-of-somebody-s-lip-mouth";"arquear do lábio/boca";"expression";"/kərl əv somebody’s* lip/mouth*/";"expression
A sideways and upwards movement of your lip or mouth, showing that you disapprove of someone or something.";"David had always treated them with a superior curl of the lip.";"David sempre os tratou com uma expressão superior.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"tickle_somebodys_fancy__01__expression";"tickle somebody’s fancy";"tickle-somebody-s-fancy";"agradar a alguém";"expression";"/ˈtɪkəl somebody’s* ˈfænsi/";"expression
To seem attractive or amusing to someone.";"The idea of playing a joke on her tickled his fancy.";"A ideia de pregar uma peça nela agradava sua fantasia.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"tickle_somebodys_fancy__02__expression";"tickle somebody’s fancy";"tickle-somebody-s-fancy";"agradar a alguém";"expression";"/ˈtɪkəl somebody’s* ˈfænsi/";"expression
If something tickles your fancy, you want to have it or to try doing it.";"If i see something that tickles my fancy, i’m going to buy it.";"Se vejo algo que me agrada, compro.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"like_its_going_out_of_fashion__01__expression";"like it’s going out of fashion";"like-it-s-going-out-of-fashion";"como se não houvesse amanhã";"expression";"/laɪk it’s* goʊɪŋ aʊt əv ˈfæʃən/";"expression
Use this to emphasize that someone does something a lot or uses a lot of something.";"Danny’s been spending money like it’s going out of fashion.";"Danny tem gastado dinheiro como se estivesse saindo de moda.";"She's been spending money like it's going out of fashion.";"Ela tem gastado dinheiro como se estivesse saindo de moda.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"cat_flap__01__noun";"cat flap";"cat-flap";"porta para gatos";"noun";"/kæt flæp/";"noun  [countable]
A small hole cut into a door and covered with wood or plastic that moves to allow a pet cat to enter or leave a house.";"I hear the thump of the cat flap as Cat O'Fun tumbles through it without the feline grace of his fellows.";"Eu ouço o baque do cat flap enquanto Cat O'Fun cai através dele sem a graça felina de seus companheiros.";"I hear the thump of the cat flap as Cat O'Fun tumbles through it without the feline grace of his fellows.";"Eu ouço o baque do cat flap enquanto Cat O'Fun cai através dele sem a graça felina de seus companheiros.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"a_flap__01__expression";"a flap";"a-flap";"um alvoroço";"expression";"/ə flæp/";"expression
A situation in which people feel very excited or worried about something.";"Rafi’s in a bit of a flap over the wedding plans.";"Rafi está meio confuso com os planos do casamento.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"not_mince_your_words__01__expression";"not mince (your) words";"not-mince-your-words";"Não meias palavras";"expression";"/nɑt mɪns (jʊr) wərdz/";"expression
To say exactly what you think, even if this might offend people.";"Tom didn’t mince words and told me straight away that i had failed.";"Tom não mediu palavras e me disse imediatamente que eu havia falhado.";"Blue does not mince words, however.";"Azul não mede palavras, no entanto.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"a_nods_as_good_as_a_wink__01__expression";"a nod’s as good as a wink";"a-nod-s-as-good-as-a-wink";"um aceno é tão bom quanto um piscar de olhos";"expression";"/ə nod’s* ɛz gʊd ɛz ə wɪŋk/";"expression
[British English] Used to tell someone that you have understood something, although it was said in an indirect way.";"After enduring an hour-long lecture on politics, Alice leaned over to her friend and whispered, "I think we both know which candidate we'll be supporting in the upcoming election—a nod's as good as a wink."";"Depois de suportar uma palestra de uma hora sobre política, Alice inclinou-se para a amiga e sussurrou: "Acho que nós dois sabemos qual candidato apoiaremos nas próximas eleições - um aceno de cabeça é tão bom quanto uma piscadela".";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression British"
"for_two_pins_Id__01__expression";"for two pins I’d ...";"for-two-pins-i-d";"por dois pregos eu ";"expression";"/fər tu pɪnz i’d* /";"expression
[British English] Used to say that you would like to do something to someone because they have annoyed you.";"For two pins, i’d just send them all home.";"Por dois alfinetes, eu apenas os enviaria para casa.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression British"
"without_prejudice_to_something__01__expression";"without prejudice (to something)";"without-prejudice-to-something";"sem prejuízo";"expression";"/wɪˈθaʊt ˈprɛʤədɪs (tɪ ˈsəmθɪŋ)/";"expression
Without harming or affecting something.";"He was able to turn down the promotion without prejudice, and applied again several years later.";"Ele conseguiu recusar a promoção sem preconceito e se inscreveu novamente vários anos depois.";"And when Sam was old enough to leave home maybe she could lead a life of her own without prejudice.";"E quando Sam tivesse idade suficiente para sair de casa, talvez ela pudesse levar uma vida própria sem preconceitos.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"to_the_prejudice_of_something__01__expression";"to the prejudice of something";"to-the-prejudice-of-something";"ao prejuízo de algo";"expression";"/tɪ ðə ˈprɛʤədɪs əv ˈsəmθɪŋ/";"expression
In a way that has a harmful effect or influence on something.";"They are slaves to the prejudices of the epoch in which they were written.";"São escravos dos preconceitos da época em que foram escritos.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"dont_remind_me__01__expression";"don’t remind me";"don-t-remind-me";"Não me lembre";"expression";"/don’t* riˈmaɪnd mi/";"expression
Used in a joking way when someone has mentioned something that embarrasses or annoys you.";"‘we’ve got a test tomorrow.’ ‘don’t remind me!’";"'nós temos um teste amanhã.' 'não me lembre!'";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"the_roof_of_somebodys_mouth__01__expression";"the roof of somebody’s mouth";"the-roof-of-somebody-s-mouth";"o céu da boca";"expression";"/ðə rʊf əv somebody’s* maʊθ/";"expression
The hard upper part of the inside of your mouth.";"An' the third one's brain had bin pulverised - by a blow delivered through the roof of its mouth!";"E o cérebro do terceiro foi pulverizado - por um golpe desferido no céu da boca!";"The brittle wafer dissolving against the roofs of their mouths was their promise of life in a world beyond Holy Hill.";"A bolacha quebradiça se dissolvendo no céu de suas bocas era a promessa de vida em um mundo além de Holy Hill.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"under_somebodys_roof__01__expression";"under somebody’s roof";"under-somebody-s-roof";"sob o mesmo teto";"expression";"/ˈəndər somebody’s* rʊf/";"expression
In your home.";"As long as you live under my roof, you’ll do as i say.";"Enquanto você viver sob meu teto, fará o que eu disser.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"shake_somebodys_handshake_hands_with_somebody__01__expression";"shake somebody’s hand/shake hands with somebody";"shake-somebody-s-hand-shake-hands-with-somebody";"apertar a mão de alguém";"expression";"/ʃeɪk somebody’s* hand/shake* hænz wɪθ ˈsəmˌbɑdi/";"expression
To move someone’s hand up and down with your own hand as a greeting or as a sign you have agreed something.";"He shook my hand warmly.";"Ele apertou minha mão calorosamente.";"Wilkins shook hands with him.";"Wilkins apertou a mão dele.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"shake_somebodys_confidencebeliefs_etc__01__expression";"shake somebody’s confidence/beliefs etc";"shake-somebody-s-confidence-beliefs-etc";"abalara a confiança/crenças de alguém";"expression";"/ʃeɪk somebody’s* confidence/beliefs* ˌɛtˈsɛtərə/";"expression
To make someone feel less confident, less sure about their beliefs etc.";"His confidence was badly shaken.";"Sua confiança foi seriamente abalada.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"somebodys_voice_shakes__01__expression";"somebody’s voice shakes";"somebody-s-voice-shakes";"A voz de alguém treme";"expression";"/somebody’s* vɔɪs ʃeɪks/";"expression
If someone’s voice is shaking, it is not steady and they sound very worried, angry, or frightened.";"Her voice was shaking as she announced the news.";"Sua voz tremia quando ela anunciou a notícia.";"Her voice was shaking as she announced the news.";"Sua voz tremia quando ela anunciou a notícia.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"be_sick_ofcant_standhate_the_sight_of_somebodysomething__01__expression";"be sick of/can’t stand/hate the sight of somebody/something";"be-sick-of-can-t-stand-hate-the-sight-of-somebody-something";"não suportar/odiar a vista de alguém/algo";"expression";"/bi sɪk of/can’t* stand/hate* ðə saɪt əv somebody/something*/";"expression
To dislike someone or something very much.";"Alan and sam can’t stand the sight of each other.";"Alan e Sam não suportam olhar um para o outro.";"Everybody hates the sight of you.";"Todo mundo odeia a visão de você.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"sow_your_wild_oats__01__expression";"sow your wild oats";"sow-your-wild-oats";"Semear seus campos selvagens";"expression";"/soʊ jʊr waɪld oʊts/";"expression
If a man sows his wild oats, he has sex with many different women, especially when he is young.";"After years of being a dedicated and faithful partner, Mark decided it was time to sow his wild oats during his bachelor party in Las Vegas, allowing himself one final chance to embrace the carefree spirit of his youth before committing to a lifetime of monogamy.";"Depois de anos sendo um parceiro dedicado e fiel, Mark decidiu que era hora de semear sua aveia selvagem durante sua despedida de solteiro em Las Vegas, permitindo-se uma última chance de abraçar o espírito despreocupado de sua juventude antes de se comprometer com uma vida inteira de monogamia.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"sponsored_walkswim_etc__01__expression";"sponsored walk/swim etc";"sponsored-walk-swim-etc";"caminhada/passeio/nado patrocinado";"expression";"/ˈspɑnsərd walk/swim* ˌɛtˈsɛtərə/";"expression
[British English] An event in which many people walk, swim etc a particular distance so that people will give them money for a charity.";"Funds to help Pauline Sparks become a teacher were raised from a sponsored walk undertaken by Hila Hyam.";"Os fundos para ajudar Pauline Sparks a se tornar professora foram arrecadados de uma caminhada patrocinada por Hila Hyam.";"Some of these activities include sponsored walks, dances, race nights and raffles.";"Algumas dessas atividades incluem caminhadas patrocinadas, danças, noites de corrida e sorteios.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression British"
"UNsponsoredUSsponsoredgovernmentsponsored_etc__01__expression";"UN-sponsored/US-sponsored/government-sponsored etc";"un-sponsored-us-sponsored-government-sponsored-etc";"patrocinado pela ONU/patrocinado pelos EUA/patrocinado pelo governo etc";"expression";"/un-sponsored/us-sponsored/government-sponsored* ˌɛtˈsɛtərə/";"expression
Supported and encouraged by the un, the us etc.";"Us-sponsored peace talks";"Negociações de paz patrocinadas pelos EUA";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"strike_terrorfear_into_somebodys_heart__01__expression";"strike terror/fear into somebody’s heart";"strike-terror-fear-into-somebody-s-heart";"causar terror no coração de alguém";"expression";"/straɪk terror/fear* ˈɪntu somebody’s* hɑrt/";"expression
To make someone feel very frightened.";"The word ‘cancer’ still strikes terror into many hearts.";"A palavra “câncer” ainda causa terror em muitos corações.";"The very physical description of the Huns proved sufficient in and of itself to strike terror into the hearts of their enemies.";"A própria descrição física dos hunos provou ser suficiente por si só para incutir terror nos corações de seus inimigos.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"the_fast_lane__01__expression";"the fast lane";"the-fast-lane";"a pista rápida";"expression";"/ðə fæst leɪn/";"expression
An exciting way of life that involves dangerous and expensive activities.";"Brenda is a lady who loves life in the fast lane.";"Brenda é uma senhora que ama a vida na via rápida.";"They want to make life in the fast lane even faster.";"Eles querem tornar a vida na via rápida ainda mais rápida.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"a_walktrip_down_memory_lane__01__expression";"a walk/trip down memory lane";"a-walk-trip-down-memory-lane";"uma viagem pela memória";"expression";"/ə walk/trip* daʊn ˈmɛməri leɪn/";"expression
When you spend some time remembering the past.";"She returned to her old school yesterday for a trip down memory lane.";"Ela voltou para sua antiga escola ontem para uma viagem pela estrada da memória.";"This will be a trip down memory lane for the right hon. Gentleman.";"Esta será uma viagem pela estrada da memória para o querido certo. Cavalheiro.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"drive_a_wedge_between_somebody__01__expression";"drive a wedge between somebody";"drive-a-wedge-between-somebody";"criar uma cunha entre alguém";"expression";"/draɪv ə wɛʤ bɪtˈwin ˈsəmˌbɑdi/";"expression
To do something that makes people disagree or start to dislike each other.";"I don’t want to drive a wedge between you and your father.";"Não quero criar uma barreira entre você e seu pai.";"The deal drove a wedge between the president and fellow Republicans going into the 1992 elections.";"O acordo abriu uma brecha entre o presidente e seus colegas republicanos nas eleições de 1992.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"wedges__01__expression";"wedges";"wedges";"wedges";"expression";"/ˈwɛʤɪz/";"expression
[plural] Wedge heels.";"She strutted down the runway in her killer wedges, turning heads with every step.";"Ela desfilou pela passarela em suas cunhas assassinas, virando cabeças a cada passo.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression plural"
"wedge_something_openshut__01__expression";"wedge something open/shut";"wedge-something-open-shut";"calçar algo aberto/fechado";"expression";"/wɛʤ ˈsəmθɪŋ open/shut*/";"expression
To put something under a door, window etc to make it stay open or shut.";"I quickly grabbed a folded piece of paper to wedge the window shut, hoping to keep out the persistent howling wind.";"Rapidamente peguei um pedaço de papel dobrado para fechar a janela, na esperança de impedir a entrada do persistente vento uivante.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"like_weeds__01__expression";"like weeds";"like-weeds";"como ervas daninhas";"expression";"/laɪk widz/";"expression
In large numbers.";"Cars clogged the roads like weeds.";"Carros entupiam as estradas como ervas daninhas.";"Still, development had sprung up around the edges, like weeds encroaching on a garden.";"Ainda assim, o desenvolvimento havia surgido nas bordas, como ervas daninhas invadindo um jardim.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"the_weed__01__expression";"the weed";"the-weed";"a erva";"expression";"/ðə wid/";"expression
Cigarettes or tobacco.";"I waved goodbye to my old friend, the weed, as I tossed the pack of cigarettes into the trash bin, bidding farewell to a toxic habit and embracing a healthier lifestyle.";"Acenei adeus ao meu velho amigo, a erva, enquanto jogava o maço de cigarros na lixeira, me despedindo de um hábito tóxico e adotando um estilo de vida mais saudável.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
"widows_weeds__01__expression";"(widow’s) weeds";"widow-s-weeds";"luto";"expression";"/(widow’s*) widz/";"expression
Black clothes worn by a woman whose husband has died.";"As she stood in the cemetery, her figure draped in widow's weeds, the mournful expression on her face spoke volumes of the immense loss she had endured.";"Enquanto ela estava no cemitério, sua figura envolta em roupas de viúva, a expressão triste em seu rosto falava muito da imensa perda que ela havia sofrido.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English expression"
